N,E,W,X
48, 42.4758, 9, 3877
49, 44.9323, 9, 301
53, 44.1199, 0, 5635
53, 46.0542, 0, 212
48, 47.3114, -2, 1380
48, 53.1141, -3, 437
40, 61.5087, -2, 5349
48, 53.1141, 3, 10847
45, 58.3172, -1, 1485
44, 55.8607, -2, 41
54, 52.3791, 6, 11782
49, 42.9981, 5, 19911
47, 38.0851, 5, 94
43, 33.0948, 6, 2476
46, 31.7602, 6, 2060
44, 22.9787, 6, 961
46, 25.9574, 7, 1114
45, 21.5667, 7, 1119
48, 54.0812, 7, 26927
51, 52.7466, 7, 1914
51, 60.4836, 6, 1286
53, 46.0542, 1, 23779
52, 57.1373, 0, 892
51, 54.6809, 0, 305
57, 49.1103, 1, 2567
55, 58.7041, 3, 2149
50, 40.619, 3, 3125
49, 37.1954, 3, 1
51, 34.3714, 5, 13838
53, 42.1857, 5, 4666
48, 49.2456, 2, 5689
48, 56.0155, 4, 8650
45, 61.2186, 4, 2066
45, 61.2186, 4, 120
44, 46.1896, 4, 10032
45, 50.5803, 4, 775
47, 46.7892, 5, 3469
49, 48.8008, 6, 9101
35, 46.325, 6, 7162
34, 47.7369, 6, 861
50, 42.5532, 7, 14702
35, 35.6867, 1, 16782
34, 31.2959, 1, 211
51, 52.7466, 6, 12624
51, 39.207, 7, 9935
50, 38.6847, 7, 377
52, 39.7292, 7, 31362
44, 41.354, 8, 6440
44, 41.354, 8, 24
51, 25.6673, 11, 4528
48, 14.4294, 7, 6673
48, 15.3965, 10, 4309
53, 10.2708, 13, 5928
48, 10.5609, 7, 6718
51, 22.766, -1, 8412
50, 28.0464, -1, 383
53, 29.6132, -1, 1628
54, 32.0696, -1, 263
55, 34.5261, -1, 291
47, 44.8549, 5, 7669
47, 44.8549, 5, 152
44, 33.617, 5, 2469
44, 33.617, 5, 20
36, 14.9323, 3, 3467
51, 32.4371, 7, 13963
52, 32.9594, 8, 999
52, 34.8936, 9, 540
55, 41.2959, 8, 2539
46, 16.2863, 9, 5479
51, -7.2147, 12, 8930
36, 15.8994, 5, 10874
35, 13.4429, 5, 69
36, 13.9652, 6, 379
45, 10.9284, 6, 6691
56, 62.1277, 7, 40217
53, 70.2321, 8, 4255
53, 59.5938, 7, 3305
60, 73.8878, 10, 4439
47, 69.0329, 8, 10054
43, 76.6151, 2, 16211
42, 74.1586, 1, 580
45, 67.0213, 3, 17998
43, 15.6867, 8, 22571
43, 15.6867, 8, 64
50, 30.9478, 6, 10144
40, 23.7911, 4, 4527
38, 18.8781, 5, 1228
41, 2.06963, 6, 5345
43, 13.7524, 6, 15918
44, 18.1431, 6, 2818
44, 8.47195, 6, 955
49, 35.2611, 4, 28680
49, 37.1954, 4, 608
48, 38.6074, 4, 33
49, 49.7679, 6, 13135
49, 49.7679, 6, 12
51, 67.2534, -4, 12856
45, 42.8433, 3, 18873
47, 50.6576, 2, 950
51, 33.4043, 5, 24443
37, 68.646, 3, 16305
56, 58.2592, 4, 13904
57, 58.7814, 4, 591
42, 15.1644, 1, 10486
44, 15.2418, 1, 2310
47, 19.7099, 3, 6197
46, 28.8588, 3, 900
44, 23.9458, 3, 29
44, 22.9787, 7, 9234
38, 19.8453, 5, 6658
39, 22.3017, 6, 243
41, 23.3462, 6, 670
55, 42.2631, 1, 31052
59, 13.4043, 5, 15252
50, 28.0464, 2, 4233
51, 28.5687, 2, 425
50, 28.0464, 2, 427
51, 36.3056, 2, 1343
50, 37.7176, 2, 0
46, 46.2669, 5, 35256
42, 16.1315, 5, 15860
55, 71.2766, 7, 35912
54, 66.8859, 7, 37
53, 68.2979, 7, 490
56, 57.2921, 4, 1092
57, 42.3404, 8, 6812
56, 43.7524, 8, 998
55, 41.2959, 8, 21
55, 41.2959, 8, 94
55, 43.2302, 8, 100
55, 43.2302, 8, 374
56, 47.6209, 8, 221
55, 49.0329, 8, 117
54, 46.5764, 8, 0
54, 46.5764, 8, 20
60, 71.9536, 8, 12418
61, 73.4429, 8, 2377
60, 67.118, 8, 5
52, 49.4004, 9, 10465
47, 53.559, 9, 5658
56, 38.9168, 11, 21619
50, 29.0135, 10, 1829
50, 34.8162, 11, 1039
49, 38.1625, 11, 239
47, 21.6441, 12, 6405
42, 19.0329, 12, 436
52, 25.2224, 12, 20585
54, 12.7273, 8, 13473
56, 16.6731, 8, 478
59, 16.3056, 7, 996
58, 11.9149, 7, 0
50, 25.1451, 5, 11960
50, 25.1451, 5, 24
60, 54.5455, 9, 31944
54, 57.2147, 4, 6337
49, 43.9652, 3, 2796
48, 41.5087, 3, 21
54, 74.6228, 5, 32668
53, 80.8704, 7, 17933
46, 47.234, 3, 11059
46, 25.9574, 4, 3635
59, 63.6944, 4, 16984
56, 65.9961, 2, 1491
53, 73.1335, 3, 549
48, 41.5087, 3, 13408
46, 47.234, 5, 7957
46, 47.234, 5, 221
44, 43.2882, 3, 13368
43, 44.7002, 2, 1
43, 46.6344, 7, 16255
43, 48.5687, 7, 237
41, 48.4913, 6, 785
58, 40.9284, 6, 15920
59, 43.3849, 6, 615
59, 26.9439, 6, 3409
58, 30.2901, 6, 666
57, 31.7021, 5, 6337
49, 49.7679, 2, 5789
50, 50.2901, 2, 497
49, 49.7679, 2, 437
45, 60.2515, 1, 4096
45, 62.1857, 1, 67
55, 62.5725, 3, 19779
63, 77.3888, 6, 6176
59, 77.234, 7, 5667
62, 84.6035, 7, 673
55, 71.2766, 5, 12759
53, 76.0348, 4, 641
51, 67.2534, 3, 4069
52, 69.7099, 3, 229
30, 55.3191, 4, 6564
38, 57.5629, 5, 5711
51, 45.0097, 5, 29393
52, 49.4004, 5, 507
58, 58.3366, 6, 1658
57, 38.472, 5, 10330
57, 40.4062, 5, 236
46, 56.9052, -4, 20980
45, 57.3501, -4, 103
45, 55.4159, -4, 238
49, 50.735, -3, 3059
49, 48.8008, -3, 86
44, 39.4197, -3, 387
42, 37.4081, -3, 801
42, 37.4081, -3, 293
52, 52.3017, -3, 5205
54, 55.2805, 7, 36779
40, 17.0213, 2, 25024
48, 24.1006, 9, 13152
46, 24.0232, 9, 51
34, 18.7234, 6, 16384
35, 20.2128, 7, 231
37, 19.323, 5, 3117
41, 56.2282, 3, 10449
48, 26.0348, 4, 26890
48, 26.0348, 4, 100
43, 22.4565, 7, 21236
36, 27.5048, 5, 2199
34, 30.3288, 5, 801
52, 57.1373, 6, 9378
59, 53.0561, 6, 8249
50, 27.0793, 3, 25037
40, 22.824, 4, 2173
41, 46.5571, 0, 3704
39, 28.1044, 1, 4548
31, 39.4004, 1, 4508
37, 32.8627, 5, 6134
49, 59.4391, 6, 32328
46, 61.7408, 5, 166
40, 41.1992, 3, 12239
39, 57.118, 5, 29181
42, 64.4874, 5, 1373
42, 64.4874, 5, 96
43, 62.1083, 5, 1570
47, 32.2824, 5, 6870
52, 35.8607, -3, 11600
56, 32.147, -3, 2036
61, 48.2979, -1, 4386
50, 72.5338, 8, 26208
49, 66.2089, 8, 58
48, 63.7524, 8, 0
41, 38.8201, 7, 29106
38, 33.3849, 6, 1783
37, 36.7311, 6, 200
35, 32.7853, 7, 8493
36, 31.3733, 8, 223
37, 33.8298, 8, 259
38, 23.7137, -9, 10557
45, 18.6654, -6, 4442
42, 26.7698, -6, 2483
46, 44.3327, -4, 17597
43, 54.3714, -4, 749
44, 55.8607, -2, 2053
43, 57.2727, -2, 28
38, 30.4836, 8, 16391
40, 28.6267, 8, 1169
39, 26.1702, 8, 181
35, 21.1799, 8, 4212
34, 20.6576, 8, 84
41, 33.9845, 7, 6205
43, 55.3385, 6, 4117
44, 53.9265, 6, 221
44, 53.9265, 6, 68
44, 50.058, 6, 61
42, 52.882, 6, 880
43, 53.4043, 6, 383
50, 68.6654, 10, 7912
45, 60.2515, -2, 21791
42, 40.3095, -3, 12345
45, 21.5667, -5, 17662
48, 15.3965, 4, 7886
49, 13.9845, 4, 239
44, 19.1103, 1, 3666
47, 22.6112, 1, 1288
47, 32.2824, -3, 18740
59, 25.0097, 7, 8723
53, 36.383, 5, 11359
54, 36.9052, 5, 412
53, 36.383, 5, 0
52, 63.9072, 4, 12914
58, 45.764, 5, 39510
51, 62.4178, 2, 21365
51, 62.4178, 3, 2444
51, 20.8317, 2, 17901
54, 13.6944, 2, 4148
47, 27.4468, 3, 5135
46, 30.793, 2, 402
46, 47.234, 2, 1566
46, 54.0039, 2, 5194
55, 25.8221, 10, 16004
54, 23.3656, 10, 200
40, 16.0542, 4, 49466
31, 34.5648, 1, 19405
30, 39.8453, 2, 2843
30, 45.648, 2, 524
31, 46.1702, 2, 696
36, 36.2089, 2, 5250
35, 33.7524, 2, 97
50, 43.5203, 3, 19196
51, 49.8453, 4, 4412
49, 69.1103, 4, 42204
54, 67.853, 5, 9325
55, 81.9149, 6, 8156
59, 88.8395, 9, 24784
63, 67.7176, 10, 12003
53, 39.2843, 9, 10228
52, 42.6306, 9, 7
58, 43.8298, 11, 4959
44, 33.617, 7, 5457
53, 42.1857, 6, 14064
56, 42.7853, 7, 3519
57, 47.176, 8, 3192
51, 30.5029, 6, 17003
50, 29.9807, 6, 0
51, 32.4371, 6, 387
52, 31.0251, 6, 1246
52, 29.0909, 7, 191
51, 26.6344, 7, 965
46, 37.5629, 8, 15240
48, 21.1992, 11, 8033
48, 28.9362, 9, 269
47, 29.381, 6, 1
55, 74.1779, 6, 12751
54, 69.7872, 6, 101
61, 90.8511, 7, 14923
58, 91.2186, 7, 4130
57, 94.5648, 6, 157
57, 92.6306, 6, 214
59, 95.6093, 8, 5020
62, 57.5242, 11, 8474
55, 81.9149, 4, 14345
53, 79.9033, 3, 8793
52, 50.3675, 7, 15356
53, 57.6596, 6, 7783
53, 44.1199, 5, 2377
56, 42.7853, 6, 16001
56, 44.7195, 6, 252
54, 23.3656, 7, 958
54, 39.8066, 8, 4239
56, 42.7853, -1, 1897
52, 41.6634, -5, 2856
52, 42.6306, -4, 845
51, 38.2398, -4, 1235
45, 53.4816, -4, 2805
46, 55.9381, -4, 249
47, 39.0522, 2, 5151
52, 17.4855, 8, 19257
44, 22.0116, 10, 11383
45, 21.5667, 9, 2170
44, 30.7157, 8, 378
40, 28.6267, 4, 15617
41, 7.87234, 6, 5745
45, 6.09284, 8, 4697
52, 39.7292, 5, 13828
51, 43.0754, 5, 144
46, 42.3985, 6, 1741
49, 31.3926, 4, 5792
49, 29.4584, 4, 270
37, 42.5338, 1, 8833
41, 40.7544, 2, 2317
48, 44.4101, 6, 24813
50, 39.6518, 4, 25361
49, 36.2282, 4, 118
48, 49.2456, 4, 1613
52, 32.9594, 5, 6252
47, 24.5455, 6, 2797
54, 22.3985, 6, 17889
44, 40.3868, 5, 6424
40, 50.8704, 2, 5367
42, 71.2573, 3, 6603
58, 55.4352, 3, 10630
49, 40.0967, 3, 2744
59, 58.8588, 3, 6714
58, 52.5338, 3, 1125
59, 54.9903, 3, 275
56, 37.9497, 4, 2488
52, 61.0058, 4, 3177
51, 62.4178, 4, 115
47, 31.3153, 5, 44601
45, 50.5803, 6, 21248
42, 43.2108, 9, 11692
44, 36.5184, 8, 6154
50, 33.8491, 7, 9125
53, 21.8762, 6, 2957
44, 26.8472, 9, 19031
52, 34.8936, 9, 10790
50, 16.441, 10, 2004
54, 12.7273, 9, 2168
52, -2.82398, 9, 3799
47, 8.10445, 7, 1076
42, 27.7369, 2, 15322
39, 31.9729, 0, 137
46, 25.9574, 1, 6683
45, 25.4352, 1, 0
43, 25.3578, -2, 6756
56, 22.4758, -1, 8971
50, 17.4081, 3, 19528
51, 19.8646, 3, 331
42, 37.4081, 3, 6766
41, 44.6228, 3, 646
38, 16.9439, 3, 7487
41, 30.1161, 3, 2305
47, 9.07157, 4, 17212
55, 42.2631, 7, 18987
54, 35.9381, 8, 1375
53, 39.2843, 11, 9321
46, 37.5629, 7, 6252
59, 40.4836, 7, 13723
53, 29.6132, 6, 619
52, 31.0251, 6, 1
46, 42.3985, 4, 2900
51, 25.6673, 5, 30879
52, 30.058, 5, 335
52, 38.7621, 5, 3369
62, 51.7215, 7, 8228
52, 36.8279, 8, 8805
47, 38.0851, 5, 2414
51, 42.1083, 5, 2564
48, 39.5745, 7, 3143
42, 46.1122, 3, 2383
44, 47.1567, 3, 5466
55, 46.1315, 4, 7361
54, 45.6093, 4, 209
40, 34.4294, 2, 6501
40, 34.4294, 2, 142
40, 34.4294, 2, 14
45, 38.9749, 1, 11659
45, 63.1528, 2, 3975
51, 54.6809, 3, 3034
43, 18.588, 2, 5143
41, 2.06963, 6, 3539
42, 17.0986, 6, 3331
38, 0.502901, 4, 21610
38, -1.43133, 4, 461
43, -2.68859, 5, 2399
36, 8.16248, 4, 2815
40, 10.2515, 5, 4227
38, 27.5822, 4, 2226
39, 24.236, 4, 431
36, 53.617, -1, 2965
36, 53.617, -1, 190
43, 61.1412, -1, 5364
35, 40.5222, -2, 6999
36, 44.913, -2, 233
35, 50.1934, -2, 857
40, 50.8704, 3, 6185
41, 55.2611, 3, 359
41, 55.2611, 3, 92
47, 42.9207, 5, 19319
44, 49.0909, 5, 224
46, 67.5435, 8, 15248
44, 64.5648, 8, 829
49, 65.2418, 8, 4674
51, 63.3849, 8, 683
57, 57.8143, 7, 16609
56, 61.1605, 7, 523
54, 63.0174, 6, 8151
39, 42.6112, 3, 6336
39, 60.0193, 3, 10724
43, 50.5029, 8, 27489
44, 53.9265, 11, 2682
44, 40.3868, 9, 3622
36, 26.5377, 8, 2210
37, 27.06, 8, 293
40, 37.3308, 6, 6454
43, 36.9632, 0, 1737
46, 36.5957, 1, 818
56, 39.8839, 2, 4707
46, 36.5957, 0, 11317
41, 28.1818, -2, 6690
49, 40.0967, 9, 29834
43, 59.207, 7, 9495
48, 71.4894, 5, 12521
41, 57.1954, 5, 8411
44, 21.0445, 5, 25012
44, 26.8472, 2, 21973
48, 26.0348, 3, 2259
46, 40.4642, 5, 15858
46, 42.3985, 5, 246
46, 45.2998, 2, 11281
43, 48.5687, 3, 6009
47, 13.9072, 3, 5948
51, 28.5687, 7, 16874
50, 26.1122, 7, 39
44, 25.8801, 5, 33240
45, 24.4681, 5, 693
44, 27.8143, 5, 29
45, 18.6654, 4, 16912
41, 10.7737, 5, 5333
36, 44.913, 7, 13634
33, 41.412, 6, 717
41, 40.7544, 7, 14267
40, 46.0348, 7, 404
43, 49.5358, 5, 8662
44, 46.1896, 7, 3806
45, 48.646, 7, 433
47, 51.6248, 7, 656
48, 50.2128, 7, 275
44, 41.354, 6, 2714
45, 39.942, 8, 2762
53, 47.0213, 8, 5385
45, 42.8433, 5, 4946
50, 49.323, 3, 17330
45, 51.5474, 6, 3572
44, 45.2224, 6, 70
47, 40.0193, 5, 6101
62, 39.1489, 7, 18797
52, 39.7292, 4, 14120
58, 59.3037, 6, 4686
38, 41.1219, 5, 17310
38, 43.0561, 5, 196
39, 39.7099, 6, 4135
40, 31.528, 5, 3291
51, 42.1083, 4, 27482
48, 46.3443, 4, 225
49, 26.5571, 5, 4796
57, 65.5513, 7, 24511
55, 74.1779, 1, 58590
36, 37.176, 7, 23642
47, 35.1838, 7, 15486
56, 40.8511, 8, 10132
56, 28.2785, 9, 3489
36, 23.6364, 4, 25759
47, 33.2495, 5, 9305
53, 37.3501, 2, 17060
52, 34.8936, 2, 199
48, 46.3443, -1, 14074
40, 66.3443, -9, 20837
39, 71.6248, -9, 193
37, 45.4352, -9, 1874
54, 42.7079, -1, 11794
55, 44.1973, -2, 2010
53, 58.6267, -2, 516
43, 74.6809, 5, 9951
54, 87.1954, 5, 12398
57, 82.9594, 7, 1040
48, 48.2785, 4, 16322
47, 45.8221, 4, 367
47, 45.8221, 4, 54
48, 46.3443, 3, 558
40, 46.0348, 3, 4501
47, 50.6576, 6, 6733
48, 53.1141, 6, 310
45, 47.6789, 8, 6094
46, 50.1354, 8, 247
38, 46.9246, 6, 2972
37, 46.4023, 6, 3129
33, 63.6557, 4, 5785
41, 59.1296, 5, 14428
39, 52.2824, 5, 178
45, 55.4159, 3, 2956
46, 55.9381, 3, 233
44, 51.9923, 3, 7398
43, 50.5029, 3, 817
49, 38.1625, 3, 28819
45, 57.3501, 3, 1607
53, 50.8897, 4, 19707
52, 46.499, 4, 25
52, 44.5648, 4, 500
46, 15.3191, 9, 12090
45, 12.8627, 9, 281
47, 42.9207, 3, 9051
48, 35.706, 4, 2247
59, 57.8917, 9, 23550
53, 49.9226, 6, 20060
44, 32.6499, 3, 4615
54, 58.1818, 4, 7610
52, 44.5648, 5, 3629
49, 36.2282, 4, 18419
55, 28.7234, 4, 3700
57, 28.8008, 4, 604
56, 40.8511, 5, 1357
58, 58.3366, 7, 4308
52, 46.499, 5, 29011
51, 45.9768, 4, 813
55, 36.4603, 6, 9891
50, 38.6847, 6, 2017
51, 72.089, 4, 15348
49, 63.3075, 4, 39
55, 16.1509, 6, 7027
52, -19.265, 8, 6674
55, 35.4932, 6, 21627
53, 33.4816, 5, 11667
52, 36.8279, 4, 131
55, 49.0329, 4, 4772
54, 50.4449, 4, 87
56, 53.4236, 4, 488
38, 33.3849, 2, 5922
40, 33.4623, 2, 2037
40, 35.3965, 3, 315
41, 39.7872, 3, 293
41, 32.0503, 4, 2777
47, 18.7427, 2, 40288
47, 9.07157, 2, 376
48, 56.0155, 3, 7699
48, 52.147, 5, 19673
51, 27.6015, 4, 12675
45, 27.3694, 4, 795
54, 46.5764, 1, 38296
53, 36.383, 1, 1295
48, 34.7389, 4, 20084
44, 36.5184, 3, 7296
48, 33.7718, 2, 5229
48, 75.3578, -2, 6087
48, 29.9033, 1, 24269
47, 33.2495, 1, 59
54, 39.8066, 1, 10309
54, 47.5435, 1, 1659
54, 35.9381, -1, 5110
55, 30.6576, 5, 14523
52, 23.2882, 3, 5352
53, 8.33656, 3, 1224
43, 22.4565, 1, 4867
44, 22.9787, 1, 259
44, 17.176, 1, 982
42, 3.55899, 0, 4311
41, 0.135397, 1, 1951
42, 0.65764, 1, 295
48, 2.82398, 0, 9045
48, 14.4294, 0, 1033
44, 16.2089, 8, 31427
43, 11.8182, 8, 251
44, 16.2089, 8, 289
55, 48.0658, 10, 25596
52, 62.94, 0, 70095
44, 62.6306, 2, 7005
45, 61.2186, 2, 341
50, 42.5532, 4, 7944
50, 46.4217, 4, 416
47, 46.7892, 4, 2609
49, 37.1954, 4, 1801
50, 38.6847, 4, 6525
50, 38.6847, 4, 98
58, 46.7311, 4, 13165
57, 46.2089, 4, 402
48, 37.6402, 2, 30030
50, 31.9149, 2, 9203
52, 27.1567, 3, 724
54, 30.1354, 3, 690
44, 17.176, 5, 69164
41, 37.853, 3, 9977
41, 39.7872, 3, 142
43, 27.2921, 3, 2489
42, 24.8356, 3, 573
41, 20.4449, 3, 23
42, 20.9671, 3, 421
41, 16.5764, 3, 187
59, 11.47, 3, 11824
50, 13.5397, 3, 3561
44, 45.2224, 3, 25076
44, 52.9594, 3, 574
43, 48.5687, 3, 117
43, 48.5687, 3, 302
52, 27.1567, -3, 18959
49, 31.3926, -6, 310
47, 36.1509, -5, 666
43, 56.3056, -2, 17626
41, 57.1954, 0, 2032
45, 41.8762, 3, 4444
50, 51.2573, 4, 8553
49, 50.735, 4, 75
44, 45.2224, 2, 1293
50, 54.1586, 0, 23676
49, 51.7021, 0, 109
45, 55.4159, 0, 1329
42, 59.6518, 1, 11368
36, 31.3733, 2, 11444
47, 29.381, 6, 8201
40, 38.2979, 4, 5531
39, 38.7427, 4, 576
49, 43.9652, -7, 19978
48, 43.4429, -7, 39
48, 53.1141, -7, 1332
50, 37.7176, 4, 2699
51, 41.1412, 5, 403
52, 43.5977, 5, 281
54, 38.8395, 5, 15320
57, 92.6306, 6, 27754
52, 64.8743, 9, 14238
59, 59.8259, 11, 5320
51, 57.5822, 11, 27085
35, 29.8839, 6, 55372
44, 51.9923, 10, 11115
43, 48.5687, 10, 435
54, 41.7408, 4, 71411
61, 46.3636, 6, 2925
58, 44.7969, 6, 4846
54, 48.5106, 4, 3474
52, 43.5977, 5, 9218
54, 52.3791, 5, 1200
52, 51.3346, 5, 2037
51, 72.089, 4, 6519
44, 50.058, 4, 8047
51, 46.9439, 5, 7156
55, 67.4081, 5, 9797
59, 80.1354, 1, 4662
60, 80.6576, 1, 349
56, 73.7331, 1, 2000
55, 72.2437, 1, 359
50, 57.06, 1, 17528
51, 55.648, 1, 1247
44, 29.7485, 4, 17591
50, 49.323, 4, 6865
42, 41.2766, 1, 8684
39, 39.7099, 1, 3230
37, 46.4023, 2, 4714
37, 52.205, 2, 218
58, 80.5803, 4, 27072
57, 78.1238, 4, 2041
57, 74.2553, 5, 1990
57, 65.5513, 5, 1946
54, 63.9845, 4, 632
50, 24.1779, 6, 18550
51, 46.9439, 3, 9609
54, 36.9052, 2, 5128
42, 11.2959, -1, 6262
44, 4.60348, 4, 16604
44, 4.60348, 6, 278
45, 36.0735, 4, 17952
45, 39.942, 4, 61
39, 42.6112, 4, 4228
44, 41.354, 6, 2948
47, 46.7892, 4, 4096
51, 48.8781, 4, 2754
41, 48.4913, 5, 2681
37, 31.8956, 3, 18064
36, 25.5706, 3, 203
35, 29.8839, 3, 4194
47, 33.2495, 2, 23312
47, 33.2495, 2, 52
52, 32.9594, 3, 3464
46, 21.1219, 2, 2244
52, 39.7292, 4, 16298
47, 40.9865, 2, 3168
50, 31.9149, 5, 14003
51, 27.6015, 6, 496
49, 37.1954, 4, 4175
60, 40.0387, 3, 16824
59, 33.7137, 5, 2307
59, 33.7137, 5, 506
37, 22.2244, 3, 16229
40, 20.8897, 3, 2181
47, 35.1838, 5, 3867
48, 29.9033, 5, 749
53, 47.9884, 4, 19598
47, 45.8221, 4, 6420
46, 43.3656, 4, 21
48, 45.3772, 4, 14165
47, 39.0522, 3, 1509
45, 43.8104, 3, 604
48, 37.6402, 5, 2685
49, 38.1625, 5, 279
50, 50.2901, 4, 5027
58, 60.2708, 4, 8289
54, 46.5764, 3, 6441
56, 38.9168, 3, 2867
50, 50.2901, 7, 8745
51, 26.6344, 8, 32111
49, 37.1954, 7, 2587
33, 35.6093, 3, 24767
35, 42.4565, 3, 1906
36, 46.8472, 7, 7883
39, 56.1509, 7, 1392
41, 46.5571, 6, 2241
42, 39.3424, 5, 4162
47, 47.7563, 6, 4972
47, 26.4797, 1, 25394
45, 31.2379, 0, 18158
47, 44.8549, 2, 22561
47, 40.9865, 2, 82
46, 60.7737, 2, 21605
54, 49.4778, 10, 15946
51, 50.8124, 10, 4378
52, 61.0058, 5, 25618
49, 64.2747, 3, 2304
49, 64.2747, 3, 162
54, 48.5106, 5, 6696
64, 59.5358, 5, 19789
64, 54.7002, 4, 5356
63, 50.3095, 4, 0
57, 20.0967, 4, 8934
57, -0.212766, 4, 1719
44, 17.176, 6, 9997
43, 36.9632, 7, 7248
43, 31.1605, 7, 332
42, 37.4081, 6, 2481
46, 55.9381, 4, 8392
55, 57.7369, 7, 35655
53, 54.7582, 7, 2897
52, 61.0058, 7, 5591
54, 47.5435, 5, 4762
54, 49.4778, 6, 145
61, 48.2979, -1, 9264
51, 51.7795, -6, 6105
48, 37.6402, -6, 2468
44, 27.8143, 5, 16992
55, 47.0986, 8, 39300
54, 42.7079, 7, 0
42, 47.0793, 3, 13040
44, 31.6828, 3, 13116
36, 27.5048, 4, 11916
36, 25.5706, 4, 418
44, 46.1896, -2, 12350
45, 40.9091, -2, 605
53, 51.8569, 6, 26612
48, 52.147, 6, 3964
53, 37.3501, 9, 13220
44, 22.0116, 7, 6285
44, 37.4855, 4, 3699
47, 40.0193, 5, 3285
46, 43.3656, 5, 261
66, 54.7776, 4, 23581
46, 73.3462, 1, 13862
45, 74.7582, 1, 19
53, 56.6925, 4, 8593
53, 76.0348, 6, 4330
45, 74.7582, 3, 5401
45, 73.7911, 4, 468
45, 71.8569, 4, 204
46, 62.7079, 4, 2467
43, 37.9304, 2, 5195
48, 64.7195, -8, 4354
48, 43.4429, 4, 14419
52, 30.058, 4, 4144
60, 40.0387, 3, 8057
50, 45.4545, 2, 3238
49, 42.9981, 2, 167
43, 44.7002, -2, 29143
49, 32.3598, 3, 5117
49, 33.3269, 6, 2363
49, 28.4913, 5, 340
39, 32.94, 4, 1443
37, 48.3366, 3, 7559
37, 48.3366, 3, 338
36, 49.7485, 3, 456
41, 50.4255, 6, 4966
42, 52.882, 6, 509
49, 50.735, 7, 7177
48, 52.147, 5, 37
58, 28.3559, 10, 56645
34, 10.9865, 7, 14417
33, 12.3985, 7, 41
49, 14.9516, 0, 23948
47, 11.9729, -2, 411
44, 42.3211, 5, 22469
51, 47.911, 6, 32526
49, 40.0967, 7, 2130
46, 55.9381, 9, 3689
46, 54.0039, 9, 238
54, 35.9381, 6, 16069
56, 25.3772, 6, 1403
55, 26.7892, 6, 167
53, 23.8104, 6, 2649
53, 23.8104, 6, 202
53, 23.8104, 6, 220
53, 33.4816, 6, 1423
51, 32.4371, 5, 47
49, 56.5377, 2, 8797
51, 50.8124, 5, 14714
58, 40.9284, 6, 12824
61, 65.706, 4, 15232
62, 66.2282, 1, 10550
59, 45.3191, 0, 2307
60, 41.9729, 0, 321
58, 51.5667, 2, 1612
46, 58.8395, 3, 8025
49, 41.0638, 2, 16477
49, 35.2611, 2, 391
46, 32.7273, 4, 15599
46, 32.7273, 4, 16
41, 36.8859, 3, 17608
51, 42.1083, 11, 11412
54, 45.6093, 12, 5510
54, 41.7408, 12, 504
55, 44.1973, 12, 229
53, 49.9226, 7, 15415
52, 51.3346, 7, 425
48, 40.5416, 7, 13007
53, 35.4159, 7, 1342
52, 31.0251, 7, 771
40, 16.0542, 4, 6313
36, -6.34429, 3, 2858
38, 18.8781, 5, 24674
39, 18.4333, 5, 608
37, 27.06, 4, 2425
39, 22.3017, 5, 562
38, 19.8453, 5, 19
44, 39.4197, 4, 6993
49, 36.2282, 5, 11128
42, 4.52611, 5, 11935
41, 20.4449, 8, 11189
41, 18.5106, 5, 2744
52, 34.8936, 8, 19000
48, 15.3965, -8, 12377
45, 23.501, -7, 4443
44, 21.0445, -7, 236
58, 32.2244, 6, 19024
59, 36.6151, 7, 497
56, 70.8317, 6, 22881
58, 47.6983, 11, 11866
57, 69.4197, 8, 6115
55, 68.3752, 8, 637
60, 70.0193, 8, 3655
36, 48.7814, 4, 16961
35, 46.325, 4, 233
36, 46.8472, 4, 285
40, 66.3443, 2, 4381
48, 47.3114, 3, 8484
44, 41.354, 2, 1920
48, 44.4101, 4, 14835
39, 36.8085, 4, 8868
38, 32.4178, 4, 355
41, 33.9845, 5, 4289
41, 33.9845, 5, 132
54, 38.8395, 5, 21162
54, 38.8395, 5, 30
54, 38.8395, 5, 286
47, 74.8356, 4, 24700
49, 49.7679, -2, 11502
55, 42.2631, 3, 14992
56, 42.7853, 4, 837
53, 41.2186, 4, 124
52, 38.7621, 4, 35
50, 30.9478, 0, 15703
55, 17.118, 3, 9470
56, 21.5087, 3, 455
56, 21.5087, 3, 156
60, 22.6306, 3, 3076
43, 42.766, -2, 28468
50, 39.6518, -2, 1594
49, 38.1625, -3, 340
47, 30.3482, 3, 21545
46, 39.4971, 6, 11218
52, 47.4662, 5, 9442
51, 41.1412, 5, 1102
49, 38.1625, 5, 5
48, 35.706, 5, 19
47, 33.2495, 5, 71
49, 41.0638, 4, 2195
49, 42.9981, 4, 54
50, 43.5203, 4, 563
52, 62.94, 4, 2048
42, 55.7834, 6, 8757
42, 55.7834, 6, 90
46, 50.1354, 2, 5730
46, 52.0696, 2, 136
39, 31.9729, 2, 9858
38, 24.6809, 2, 5901
41, 24.3133, 3, 1055
35, 22.147, 4, 21113
41, 38.8201, 1, 9080
42, 41.2766, 1, 469
43, 47.6015, 1, 647
44, 51.9923, 1, 227
46, 54.0039, 1, 1268
40, 64.4101, 4, 17641
40, 66.3443, 3, 999
42, 69.323, 2, 1693
